CustomerID,OfferID,ContractID,PaymentModeID,ServiceID,ChurnID,AvgMonthlyLongDistanceCharges,AvgMonthlyGBDownload,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,TenureInMonth
2091-RFFBA,1,3,2,18,11,15.43,2.0,73.9,2217.15,0.0,0.0,478.33,2695.48,31
2096-XOTMO,1,2,1,24,1,12.82,,19.35,275.9,33.24,0.0,205.12,447.78,16
2097-YVPKN,1,5,1,21,1,4.9,,25.75,1654.75,41.74,0.0,318.5,1931.51,65
2100-BDNSN,1,2,2,454,18,14.9,4.0,67.95,350.3,0.0,20.0,74.5,444.8,5
2101-RANCD,1,3,2,18,1,8.93,26.0,73.1,4144.9,0.0,0.0,491.15,4636.05,55
2103-ZRXFN,1,2,1,171,5,24.66,26.0,50.75,50.75,0.0,0.0,24.66,75.41,1
2105-PHWON,1,3,1,390,1,10.34,22.0,95.0,3008.15,0.0,60.0,341.22,3409.37,33
2107-FBPTK,1,4,2,45,1,41.93,21.0,104.1,3121.1,0.0,0.0,1257.9,4379.0,30
2108-GLPQB,6,2,1,455,1,11.6,10.0,55.55,1405.3,0.0,0.0,290.0,1695.3,25
2108-XWMPY,1,3,1,440,16,,85.0,35.45,106.85,0.0,0.0,0.0,106.85,3
2108-YKQTY,1,2,1,351,8,9.81,30.0,50.7,151.3,0.0,0.0,39.24,190.54,4
2111-DWYHN,1,2,1,24,5,18.81,,21.1,21.1,0.0,0.0,18.81,39.91,1
2114-MGINA,3,3,1,27,11,10.3,29.0,89.8,1129.1,0.0,0.0,144.2,1273.3,14
2115-BFTIW,1,2,1,193,3,24.91,18.0,70.95,1767.35,0.0,20.0,622.75,2410.1,25
2120-SMPEX,6,3,3,24,1,17.64,,20.15,536.35,0.0,0.0,441.0,977.35,25
2121-JAFOM,1,4,1,12,1,1.67,59.0,115.55,8312.4,0.0,0.0,120.24,8432.64,72
2122-SZZZD,1,6,1,24,1,18.14,,19.5,835.5,0.0,0.0,798.16,1633.66,44
2122-YWVYA,3,3,2,73,1,15.01,22.0,75.4,1380.4,0.0,0.0,270.18,1650.58,18
2123-AGEEN,2,1,2,456,1,26.29,20.0,84.35,609.65,29.17,10.0,184.03,774.51,7
2123-VSCOT,1,4,2,457,1,24.81,24.0,72.1,4194.85,0.0,0.0,1463.79,5658.64,59
2126-GSEGL,1,4,2,458,1,9.28,24.0,84.8,5917.55,0.0,120.0,649.6,6687.15,70
2129-ALKBS,1,3,2,21,1,49.22,,26.2,1077.5,0.0,0.0,1968.8,3046.3,40
2133-TSRRM,1,3,2,459,1,32.94,21.0,105.35,3688.6,0.0,110.0,1119.96,4918.56,34
2135-DQWAQ,2,3,1,442,1,45.74,30.0,85.3,420.45,0.0,10.0,228.7,659.15,5
2135-RXIHG,2,3,2,89,2,14.12,24.0,45.65,45.65,0.0,0.0,14.12,59.77,1
2137-DQMEV,4,6,1,460,1,,19.0,44.8,2983.65,0.0,0.0,0.0,2983.65,68
2138-VFAPZ,3,4,1,24,1,15.33,,19.7,263.65,0.0,0.0,214.62,478.27,14
2139-FQHLM,3,2,1,263,1,9.55,6.0,89.95,1682.4,29.64,0.0,181.45,1834.21,19
2141-RRYGO,2,3,2,461,20,10.64,23.0,68.65,261.25,0.0,0.0,42.56,303.81,4
2143-LJULT,1,4,1,21,1,35.34,,25.25,1733.15,0.0,0.0,2367.78,4100.93,67
2144-BFDSO,5,2,2,163,1,9.18,2.0,108.75,5431.9,0.0,0.0,459.0,5890.9,50
2144-ESWKO,1,1,1,462,1,,4.0,35.2,1463.7,0.0,0.0,0.0,1463.7,43
2146-EGVDT,5,5,1,24,1,25.57,,19.3,1192.7,0.0,0.0,1508.63,2701.33,59
2150-OEGBV,1,6,2,24,1,33.4,,20.1,562.6,0.0,0.0,901.8,1464.4,27
2150-UWTFY,3,2,1,463,17,42.98,30.0,61.15,1422.05,0.0,80.0,945.56,2447.61,22
2150-WLKUW,5,6,2,414,1,42.1,52.0,63.9,2635.0,0.0,0.0,1684.0,4319.0,40
2153-MREFK,1,1,2,209,11,30.16,4.0,99.2,3754.6,0.0,0.0,1115.92,4870.52,37
2154-KVJFF,3,3,2,67,6,42.83,21.0,79.75,1111.85,0.0,0.0,642.45,1754.3,15
2155-AMQRX,1,3,1,464,1,3.25,11.0,54.9,1505.15,0.0,0.0,91.0,1596.15,28
2157-MXBJS,3,1,1,465,4,41.22,82.0,75.3,989.45,0.0,0.0,535.86,1525.31,13
2159-TURXX,1,2,1,24,1,22.16,,20.05,95.55,0.0,0.0,110.8,206.35,5
2160-GPFXD,5,4,1,195,1,24.59,52.0,65.65,3566.7,0.0,0.0,1327.86,4894.56,54
2162-FRZAA,5,5,2,127,1,,16.0,39.35,2395.05,0.0,0.0,0.0,2395.05,63
2164-SOQXL,1,2,1,24,1,14.79,,20.05,406.05,0.0,0.0,295.8,701.85,20
2165-VOEGB,1,1,2,76,8,43.04,71.0,105.2,4822.85,0.0,0.0,1979.84,6802.69,46
2167-FQSTQ,1,4,2,249,1,37.45,48.0,92.4,6786.1,0.0,150.0,2696.4,9632.5,72
2169-RRLFW,1,5,1,21,1,11.18,,25.6,1888.25,0.0,0.0,793.78,2682.03,71
2171-UDMFD,6,3,1,24,1,35.05,,19.45,674.55,0.0,0.0,1121.6,1796.15,32
2172-EJXVF,1,1,2,141,1,25.61,23.0,105.9,7521.95,6.65,100.0,1818.31,9433.61,71
2176-LVPNX,4,5,1,466,1,37.39,22.0,89.85,6293.45,0.0,140.0,2654.69,9088.14,71
2176-OSJUV,4,5,2,467,1,40.63,69.0,65.15,4681.75,4.7,0.0,2884.73,7561.78,71
2178-PMGCJ,3,3,1,13,1,15.77,42.0,69.7,1490.4,0.0,0.0,346.94,1837.34,22
2180-DXNEG,1,3,2,61,3,25.54,27.0,96.0,1062.1,0.0,0.0,306.48,1368.58,12
2181-TIDSV,4,4,2,24,1,19.75,,19.95,1303.25,0.0,0.0,1343.0,2646.25,68
2181-UAESM,1,2,2,425,5,12.59,76.0,53.45,119.5,0.0,0.0,25.18,144.68,2
2186-QZEYA,6,4,2,435,1,8.88,22.0,58.55,1718.95,33.1,0.0,257.52,1943.37,29
2187-LZGPL,1,3,1,468,10,,19.0,40.1,293.3,0.0,0.0,0.0,293.3,7
2187-PKZAY,1,3,2,103,1,40.06,41.0,79.95,1043.4,0.0,0.0,480.72,1524.12,12
2188-SXWVT,6,6,1,116,1,43.17,8.0,55.0,1885.15,0.0,0.0,1467.78,3352.93,34
2189-UXTKY,1,3,2,469,3,13.11,51.0,79.2,1742.75,0.0,0.0,288.42,2031.17,22
2189-WWOEW,1,3,2,90,8,24.63,13.0,85.9,1269.55,0.0,0.0,369.45,1639.0,15
2190-BCXEC,1,3,1,377,1,39.97,17.0,78.85,3126.85,0.0,0.0,1598.8,4725.65,40
2190-PHBHR,4,4,1,250,1,22.74,48.0,94.45,6921.7,0.0,0.0,1637.28,8558.98,72
2192-CKRLV,4,4,2,470,1,,15.0,49.2,3580.95,0.0,0.0,0.0,3580.95,72
2192-OZITF,5,5,1,410,1,44.29,15.0,73.55,3349.1,0.0,0.0,1993.05,5342.15,45
2193-SFWQW,1,5,2,7,1,24.08,19.0,111.95,8033.1,0.0,0.0,1733.76,9766.86,72
2194-IIQOF,4,5,1,59,1,19.9,27.0,89.3,6388.65,0.0,0.0,1412.9,7801.55,71
2195-VVRJF,1,4,1,471,1,5.73,13.0,59.1,1011.05,31.05,0.0,103.14,1083.14,18
2195-ZRVAX,1,3,2,472,8,44.26,23.0,85.3,4045.65,0.0,0.0,2080.22,6125.87,47
2197-OMWGI,1,4,2,473,1,,23.0,53.0,3656.25,0.0,0.0,0.0,3656.25,68
2200-DSAAL,1,4,2,474,1,20.3,13.0,80.65,5330.2,0.0,90.0,1380.4,6800.6,68
2202-CUYXZ,1,3,2,475,2,36.07,41.0,84.85,84.85,0.0,0.0,36.07,120.92,1
2202-OUTMO,1,3,2,476,1,12.3,26.0,60.85,2003.6,0.0,0.0,418.2,2421.8,34
2203-GHNWN,1,3,1,477,1,44.93,82.0,79.65,1928.7,0.0,0.0,1078.32,3007.02,24
2205-LPVGL,5,1,2,478,1,18.43,10.0,89.85,5125.75,0.0,130.0,1068.94,6324.69,58
2205-YMZZJ,1,3,2,434,7,39.51,13.0,84.8,546.95,0.0,0.0,276.57,823.52,7
2207-NHRJK,2,2,2,351,2,1.28,27.0,50.8,50.8,0.0,0.0,1.28,52.08,1
2207-OBZNX,1,3,3,105,10,34.49,22.0,51.0,354.05,0.0,0.0,241.43,595.48,7
2207-QPJED,1,5,2,263,1,15.6,19.0,90.0,3371.75,0.0,0.0,577.2,3948.95,37
2207-RYYRL,5,5,1,21,1,29.55,,24.55,1331.05,0.0,0.0,1536.6,2867.65,52
2208-MPXIO,1,4,2,24,1,21.73,,20.0,886.4,0.0,0.0,977.85,1864.25,45
2208-NKVVH,1,5,1,21,1,2.81,,24.25,1077.95,0.0,0.0,120.83,1198.78,43
2208-NQBCT,1,2,2,404,1,42.95,27.0,81.95,2070.05,0.0,0.0,1116.7,3186.75,26
2208-UGTGR,5,2,2,84,1,10.99,28.0,98.6,5581.05,0.0,0.0,615.44,6196.49,56
2209-XADXF,2,2,2,236,5,,15.0,25.25,25.25,0.0,10.0,0.0,35.25,1
2211-RMNHO,1,5,2,401,1,25.16,26.0,85.3,5560.0,0.0,0.0,1710.88,7270.88,68
2212-LYASK,1,1,1,479,1,,27.0,45.85,1246.4,0.0,30.0,0.0,1276.4,27
2215-ZAFGX,2,3,2,23,1,11.5,14.0,85.5,791.7,0.0,0.0,103.5,895.2,9
2219-MVUSO,1,3,1,89,8,35.53,5.0,45.15,438.4,0.0,0.0,284.24,722.64,8
2220-IAHLS,1,2,1,24,5,2.85,,19.4,19.4,0.0,0.0,2.85,22.25,1
2223-GDSHL,4,4,2,280,1,26.38,18.0,116.05,8297.5,42.57,110.0,1872.98,10237.91,71
2223-KAGMX,3,2,2,24,9,33.14,,19.4,289.3,0.0,0.0,497.1,786.4,15
2225-ZRGSG,4,5,2,426,9,5.48,14.0,93.9,6579.05,0.0,0.0,383.6,6962.65,70
2226-ICFDO,1,4,1,157,1,10.87,24.0,85.9,6110.75,0.0,0.0,782.64,6893.39,72
2227-JRSJX,3,3,2,138,1,6.12,51.0,99.15,1956.4,0.0,0.0,128.52,2084.92,21
2228-BZDEE,5,5,1,24,1,26.25,,20.1,1079.45,0.0,0.0,1417.5,2496.95,54
2229-DPMBI,1,5,1,24,1,13.21,,19.5,162.15,0.0,0.0,105.68,267.83,8
2229-VWQJH,1,3,1,47,1,4.82,16.0,49.3,1233.25,0.0,0.0,115.68,1348.93,24
2230-XTUWL,5,5,1,24,1,13.26,,19.55,883.35,0.0,0.0,636.48,1519.83,48
2232-DMLXU,1,2,1,480,20,35.6,58.0,55.2,55.2,0.0,0.0,35.6,90.8,1
2233-FAGXV,1,3,1,21,1,6.7,,24.3,132.25,0.0,0.0,33.5,165.75,5
2233-TXSIU,1,6,1,481,1,,52.0,44.45,792.15,0.0,0.0,0.0,792.15,17
2234-EOFPT,1,4,2,482,1,29.8,14.0,79.35,5753.25,0.0,40.0,2145.6,7938.85,72
2234-XADUH,1,1,1,41,1,29.66,59.0,103.2,7362.9,45.38,0.0,2135.52,9453.04,72
2235-DWLJU,1,3,2,216,1,,24.0,44.4,263.05,0.0,0.0,0.0,263.05,6
2235-EZAIK,4,5,1,38,1,22.41,59.0,-4.0,5401.9,0.0,20.0,1613.52,7035.42,72
2235-ZGKPT,1,2,1,43,3,12.88,22.0,50.85,239.55,0.0,0.0,51.52,291.07,4
2236-HILPA,5,5,1,24,1,11.15,,20.65,1218.45,0.0,0.0,691.3,1909.75,62
2237-ZFSMY,6,1,2,483,10,4.48,71.0,95.55,3692.85,0.0,0.0,174.72,3867.57,39
2239-CFOUJ,1,6,1,24,5,27.5,,20.4,20.4,0.0,0.0,27.5,47.9,1
2239-CGBUZ,5,1,2,484,1,47.18,12.0,60.5,3145.15,0.0,0.0,2406.18,5551.33,51
2239-JALAW,5,1,2,41,7,44.5,47.0,103.25,6017.65,0.0,0.0,2581.0,8598.65,58
2240-HSJQD,1,3,1,67,1,1.27,13.0,81.85,3141.7,0.0,0.0,48.26,3189.96,38
2242-MFOTG,1,6,2,199,1,25.71,48.0,80.1,2603.3,0.0,0.0,848.43,3451.73,33
2243-FNMMI,3,2,1,24,1,31.02,,19.4,415.4,0.0,0.0,620.4,1035.8,20
2245-ADZFJ,6,5,2,101,1,28.52,2.0,80.55,2471.6,0.0,0.0,884.12,3355.72,31
2249-YPRNG,1,3,2,41,17,28.79,16.0,105.85,2239.65,0.0,0.0,575.8,2815.45,20
2250-IVBWA,1,2,2,404,1,49.49,12.0,81.05,5135.35,0.0,0.0,3167.36,8302.71,64
2251-PYLPB,4,5,1,102,1,45.05,9.0,79.55,5810.9,0.0,0.0,3243.6,9054.5,72
2252-ISRNH,2,1,2,51,1,30.46,82.0,-10.0,767.9,0.0,0.0,274.14,1042.04,9
2252-JHJGE,5,6,2,159,1,45.69,48.0,104.0,6363.45,0.0,0.0,2787.09,9150.54,61
2252-NKNSI,1,4,1,179,1,32.02,28.0,85.15,4461.85,0.0,0.0,1665.04,6126.89,52
2253-KPMNB,1,5,2,15,1,,69.0,46.25,3121.4,0.0,0.0,0.0,3121.4,69
2254-DLXRI,2,3,1,298,5,18.0,23.0,79.15,79.15,0.0,60.0,18.0,157.15,1
2256-YLYLP,1,4,2,64,1,34.13,25.0,72.95,4953.25,0.0,0.0,2320.84,7274.09,68
2257-BOVXD,1,3,1,485,1,22.14,11.0,66.6,979.5,0.0,0.0,309.96,1289.46,14
2259-OUUSZ,2,1,1,259,1,,48.0,35.5,249.55,0.0,0.0,0.0,249.55,7
2260-USTRB,1,3,2,13,13,9.55,28.0,70.2,115.95,0.0,0.0,19.1,135.05,2
2262-SLNVK,1,2,2,13,5,1.15,23.0,70.1,70.1,0.0,0.0,1.15,71.25,1
2263-SFSQZ,1,4,1,21,1,16.85,,24.95,1222.25,0.0,0.0,859.35,2081.6,51
2265-CYWIV,1,3,2,486,4,18.91,20.0,99.6,347.65,25.79,0.0,75.64,397.5,4
2266-FUBDZ,1,5,1,24,1,46.47,,19.35,278.85,0.0,0.0,697.05,975.9,15
2266-SJNAT,4,6,1,46,1,11.85,82.0,109.15,7789.6,0.0,0.0,853.2,8642.8,72
2267-FPIMA,5,3,1,250,1,17.58,47.0,94.4,4914.9,0.0,0.0,879.0,5793.9,50
2267-WTPYD,1,2,1,239,1,23.05,30.0,94.0,5438.95,0.0,0.0,1313.85,6752.8,57
2270-CHBFN,5,3,1,426,1,32.72,6.0,95.1,4060.55,0.0,0.0,1439.68,5500.23,44
2272-JKMSI,5,1,2,46,1,13.25,57.0,110.8,6840.95,0.0,0.0,821.5,7662.45,62
2272-QAGFO,1,3,2,18,17,35.07,10.0,74.3,1096.25,0.0,0.0,490.98,1587.23,14
2272-UOINI,2,3,2,487,1,3.34,13.0,78.5,571.05,0.0,0.0,23.38,594.43,7
2272-WUSPA,1,4,2,163,1,39.74,5.0,110.75,7751.7,0.0,0.0,2861.28,10612.98,72
2273-QCKXA,1,2,1,188,5,25.77,5.0,49.05,49.05,0.0,0.0,25.77,74.82,1
2274-XUATA,4,4,2,261,1,,26.0,63.1,4685.55,0.0,0.0,0.0,4685.55,72
2275-RBYQS,2,3,1,36,5,49.33,21.0,45.4,45.4,0.0,0.0,49.33,94.73,1
2276-YDAVZ,2,3,1,18,7,26.52,10.0,75.1,270.7,0.0,0.0,79.56,350.26,3
2277-AXSDC,1,6,2,24,1,43.8,,19.75,624.15,0.0,0.0,1401.6,2025.75,32
2277-BKJKN,1,4,2,122,1,22.0,27.0,99.2,7213.75,0.0,0.0,1562.0,8775.75,71
2277-DJJDL,5,4,2,488,1,10.4,5.0,99.0,6017.9,0.0,150.0,624.0,6791.9,60
2277-VWCNI,1,5,3,171,1,31.13,15.0,48.75,179.85,0.0,0.0,124.52,304.37,4
2279-AXJJK,1,3,1,386,1,8.94,85.0,95.65,5088.4,11.8,0.0,464.88,5541.48,52
2282-YGNOR,1,6,1,165,1,14.46,25.0,58.0,1734.5,0.0,0.0,419.34,2153.84,29
2284-VFLKH,5,1,1,35,1,33.93,27.0,99.25,4920.8,0.0,0.0,1662.57,6583.37,49
2292-XQWSV,1,6,1,489,1,,26.0,60.3,2448.5,0.0,0.0,0.0,2448.5,40
2293-IJWPS,5,1,1,49,1,3.72,11.0,100.75,5985.0,0.0,0.0,212.04,6197.04,57
2294-DMMUS,1,3,1,447,1,36.54,41.0,70.45,4300.45,0.0,0.0,2265.48,6565.93,62
2294-SALNE,3,6,1,490,1,16.63,22.0,86.8,1940.8,0.0,90.0,382.49,2413.29,23
2296-DKZFP,5,5,2,491,1,1.29,51.0,71.0,4386.2,0.0,0.0,83.85,4470.05,65
2300-RQGOI,6,5,1,24,1,41.63,,20.05,741.5,0.0,0.0,1581.94,2323.44,38
2302-ANTDP,1,2,2,176,13,43.04,5.0,117.45,5438.9,0.0,0.0,2065.92,7504.82,48
2302-OUZXB,4,5,2,174,1,22.01,5.0,82.15,5784.3,0.0,0.0,1584.72,7369.02,72
2303-PJYHN,2,2,2,24,5,36.05,,19.85,52.0,0.0,0.0,72.1,124.1,2
2305-MRGLV,1,2,2,94,1,21.91,5.0,76.55,2065.4,0.0,0.0,613.48,2678.88,28
2307-FYNNL,1,4,2,221,1,4.4,10.0,109.05,7108.2,34.67,0.0,286.0,7359.53,65
2308-STERM,1,2,1,24,5,6.65,,19.4,61.05,0.0,0.0,13.3,74.35,2
2309-OSFEU,1,3,1,272,11,,30.0,33.9,298.45,0.0,0.0,0.0,298.45,10
2311-QYMUQ,1,3,1,418,11,31.73,25.0,89.45,1430.25,0.0,0.0,507.68,1937.93,16
2314-TNDJQ,4,5,1,492,1,,59.0,55.65,3880.05,0.0,0.0,0.0,3880.05,72
2316-ESMLS,1,6,1,57,1,,27.0,33.15,444.75,0.0,0.0,0.0,444.75,12
2320-JRSDE,1,3,2,24,10,7.49,,19.9,19.9,0.0,0.0,7.49,27.39,1
2320-SLKMB,1,3,1,493,1,,29.0,44.45,1183.8,0.0,0.0,0.0,1183.8,26
2320-TZRRH,1,6,1,24,1,38.74,,19.5,403.15,0.0,0.0,774.8,1177.95,20
2320-YKQBO,1,2,1,24,1,7.32,,19.3,144.95,0.0,0.0,51.24,196.19,7
2321-OMBXY,6,6,1,318,8,42.14,19.0,80.3,3058.65,0.0,0.0,1601.32,4659.97,38
2322-VCZHZ,3,3,2,494,1,31.53,20.0,90.0,2024.1,0.0,0.0,725.19,2749.29,23
2323-ARSVR,1,4,2,7,1,46.89,29.0,111.05,7321.05,0.0,0.0,3141.63,10462.68,67
2324-AALNO,5,6,2,21,1,23.76,,24.55,1203.95,36.04,0.0,1140.48,2308.39,48
2324-EFHVG,1,4,2,41,1,45.82,14.0,104.4,6692.65,0.0,0.0,2932.48,9625.13,64
2325-NBPZG,1,3,2,73,5,10.1,73.0,74.55,233.65,0.0,0.0,30.3,263.95,3
2325-WINES,1,1,1,41,1,14.21,28.0,104.05,3416.85,0.0,0.0,454.72,3871.57,32
2325-ZUSFD,5,1,2,495,4,36.65,7.0,70.1,3913.3,0.0,0.0,2089.05,6002.35,57
2330-PQGDQ,1,6,2,363,1,9.5,51.0,84.2,4299.75,39.68,0.0,484.5,4744.57,51
2332-EFBJY,3,3,1,24,9,5.74,,19.7,342.4,0.0,0.0,91.84,434.24,16
2332-TODQS,5,6,1,21,1,34.96,,25.05,1171.5,16.38,0.0,1678.08,2833.2,48
2333-KWEWW,1,5,1,24,1,26.26,,20.05,388.6,0.0,0.0,472.68,861.28,18
2335-GSODA,1,5,1,436,1,,26.0,40.1,857.75,0.0,0.0,0.0,857.75,23
2338-BQEZT,5,3,1,9,1,3.62,17.0,50.55,2832.75,0.0,0.0,199.1,3031.85,55
2342-CKIAO,1,2,1,24,5,12.68,,20.3,41.2,0.0,0.0,25.36,66.56,2
2344-JMOGN,1,3,1,496,8,17.47,6.0,94.85,890.6,0.0,0.0,157.23,1047.83,9
2346-CZYIL,6,5,1,24,1,39.77,,20.35,531.6,0.0,0.0,1073.79,1605.39,27
2346-DJQTB,1,2,2,236,1,,21.0,24.15,812.5,0.0,40.0,0.0,852.5,35
2346-LOCWC,1,5,1,24,1,25.86,,20.5,1191.4,36.92,0.0,1499.88,2654.36,58
2347-WKKAE,1,3,2,497,1,41.16,11.0,94.4,4014.6,0.0,0.0,1728.72,5743.32,42
2348-KCJLT,5,1,1,498,1,44.87,20.0,61.5,2722.2,0.0,150.0,1974.28,4846.48,44
2351-BKRZW,1,5,2,499,1,29.98,59.0,75.2,3254.35,0.0,0.0,1289.14,4543.49,43
2351-RRBUE,2,6,3,24,1,41.64,,-2.0,134.05,0.0,0.0,291.48,425.53,7
2357-COQEK,1,3,2,500,7,28.14,10.0,103.3,2890.65,0.0,0.0,787.92,3678.57,28
2359-KLTEK,1,3,2,61,1,43.19,59.0,94.9,3848.0,0.0,0.0,1770.79,5618.79,41
2359-KMGLI,6,3,2,67,2,49.3,20.0,80.25,1861.5,0.0,0.0,1183.2,3044.7,24
2359-QWQUL,1,1,1,81,7,9.51,7.0,104.7,4134.85,0.0,0.0,370.89,4505.74,39
2360-RDGRO,1,3,2,159,1,41.2,10.0,104.25,6812.95,0.0,0.0,2678.0,9490.95,65
2361-FJWNO,1,6,1,407,1,,12.0,36.0,1382.9,0.0,130.0,0.0,1512.9,40
2361-UPSND,1,6,1,253,1,44.75,27.0,70.6,3231.05,0.0,0.0,2058.5,5289.55,46
2362-IBOOY,6,3,2,146,7,43.97,42.0,84.75,3050.15,0.0,0.0,1582.92,4633.07,36
2363-BJLSL,5,3,2,31,1,48.72,2.0,80.4,4981.15,0.0,0.0,3020.64,8001.79,62
2364-UFROM,1,6,2,501,1,32.41,22.0,70.4,2044.75,0.0,0.0,972.3,3017.05,30
2368-GAKKQ,4,4,2,12,1,17.32,30.0,113.65,7939.25,0.0,0.0,1212.4,9151.65,70
2369-FEVNO,1,3,1,24,5,7.76,,19.9,19.9,0.0,0.0,7.76,27.66,1
2369-UAPKZ,2,2,3,41,16,38.89,8.0,104.1,541.9,0.0,0.0,194.45,736.35,5
2371-JQHZZ,1,3,2,502,1,46.91,20.0,93.0,2248.05,0.0,40.0,1125.84,3413.89,24
2371-JUNGC,3,2,1,24,1,28.62,,20.25,208.0,0.0,0.0,314.82,522.82,11
2371-KFUOG,5,6,2,276,1,32.67,14.0,99.15,5720.95,0.0,0.0,1894.86,7615.81,58
2372-HWUHI,2,2,2,36,8,46.84,3.0,44.35,81.25,0.0,0.0,93.68,174.93,2
2373-NTKOD,2,3,2,304,1,25.72,24.0,66.25,546.45,0.0,0.0,205.76,752.21,8
2378-HTWFW,1,2,1,503,1,26.19,19.0,91.0,3180.5,0.0,40.0,916.65,4137.15,35
2378-VTKDH,5,3,2,45,1,8.59,7.0,104.35,6578.55,0.0,0.0,558.35,7136.9,65
2378-YIZKA,1,4,1,504,1,6.28,16.0,85.0,5607.75,0.0,130.0,427.04,6164.79,68
2379-ENZGV,2,3,2,166,7,39.32,12.0,84.85,523.5,0.0,0.0,235.92,759.42,6
2379-GYFLQ,1,1,1,22,1,22.13,22.0,94.9,4422.95,24.08,0.0,1017.98,5416.85,46
2380-DAMQP,1,5,2,12,1,40.59,25.0,115.15,8349.7,0.0,0.0,2922.48,11272.18,72
2382-BCKQJ,5,1,2,49,7,32.58,15.0,100.15,6413.65,0.0,0.0,2019.96,8433.61,62
2384-OVPSA,1,5,3,24,1,4.09,,20.2,735.9,0.0,0.0,155.42,891.32,38
2386-LAHRK,1,3,3,113,3,14.58,73.0,53.5,53.5,0.0,0.0,14.58,68.08,1
2386-OWURY,1,3,2,125,1,35.55,73.0,95.3,5817.7,0.0,0.0,2061.9,7879.6,58
2387-KDZQY,1,1,1,24,1,31.6,,20.1,279.5,0.0,0.0,537.2,816.7,17
2388-LAESQ,4,4,2,176,1,28.72,25.0,114.85,8317.95,0.0,0.0,2067.84,10385.79,72
2391-IPLOP,5,1,2,457,1,14.32,58.0,69.65,3442.15,0.0,0.0,716.0,4158.15,50
2391-SOORI,2,2,2,9,19,26.04,27.0,49.35,219.65,0.0,0.0,104.16,323.81,4
2393-DIVAI,2,3,1,24,5,15.37,,20.0,61.7,0.0,0.0,46.11,107.81,3
2397-BRLOM,1,3,1,222,8,26.99,2.0,80.45,583.45,0.0,0.0,215.92,799.37,8
2398-YPMUR,1,3,2,193,20,37.86,19.0,70.15,916.75,0.0,90.0,492.18,1498.93,13
2400-FEQME,5,5,1,24,1,40.94,,20.5,1177.95,5.83,0.0,2251.7,3423.82,55
2400-XIWIO,1,5,2,10,1,22.33,71.0,90.1,6310.9,0.0,0.0,1585.43,7896.33,71
2402-TAIRZ,1,6,2,208,1,9.61,11.0,80.05,3019.1,0.0,0.0,355.57,3374.67,37
2403-BCASL,5,1,2,505,8,45.04,29.0,111.95,4534.9,0.0,0.0,1846.64,6381.54,41
2404-JIBFC,1,4,2,157,1,8.39,52.0,85.1,4657.95,0.0,0.0,461.45,5119.4,55
2405-LBMUW,5,1,2,506,1,,59.0,50.7,3088.75,0.0,20.0,0.0,3108.75,61
2408-PSJVE,1,3,1,310,1,37.68,24.0,-7.0,2924.05,0.0,0.0,1657.92,4581.97,44
2408-TZMJL,5,1,2,163,4,22.71,26.0,110.15,6448.05,0.0,0.0,1339.89,7787.94,59
2408-WITXK,3,3,2,507,15,,4.0,34.7,329.8,0.0,0.0,0.0,329.8,10
2410-CIYFZ,1,2,3,24,5,49.53,,20.4,42.9,0.0,0.0,99.06,141.96,2
2418-TPEUN,5,4,1,24,1,48.56,,19.8,1119.9,0.0,0.0,2719.36,3839.26,56
2419-FSORS,4,4,2,46,1,10.68,59.0,108.4,7719.5,0.0,0.0,768.96,8488.46,72
2424-WVHPL,1,6,2,94,5,27.65,2.0,74.7,74.7,0.0,0.0,27.65,102.35,1
2428-HYUNX,1,4,1,24,1,1.89,,19.35,847.25,0.0,0.0,83.16,930.41,44
2428-ZMCTB,3,2,1,24,1,20.29,,19.75,208.25,0.0,0.0,202.9,411.15,10
2429-AYKKO,4,5,2,24,1,3.43,,19.85,1434.1,0.0,0.0,246.96,1681.06,72
2430-RRYUW,4,1,3,116,1,11.56,30.0,54.8,3465.7,0.0,0.0,762.96,4228.66,66
2430-USGXP,1,3,2,49,14,34.62,23.0,-1.0,2391.8,0.0,0.0,830.88,3222.68,24
2432-TFSMK,1,1,1,51,1,34.78,2.0,89.6,1633.0,0.0,0.0,626.04,2259.04,18
2433-KMEAS,3,3,2,508,8,7.28,7.0,54.45,1127.35,0.0,0.0,160.16,1287.51,22
2434-EEVDB,5,4,1,509,1,1.27,13.0,94.6,5948.7,0.0,0.0,81.28,6029.98,64
2436-QBZFP,1,2,2,510,1,,19.0,39.2,849.9,0.0,50.0,0.0,899.9,22
2439-LYPMQ,6,4,2,45,1,4.75,24.0,102.6,4009.2,45.81,0.0,180.5,4143.89,38
2439-QKJUL,1,2,1,24,1,7.83,,20.25,109.8,0.0,0.0,39.15,148.95,5
2446-BEGGB,1,3,2,84,11,47.35,29.0,98.25,560.6,0.0,0.0,284.1,844.7,6
2446-PLQVO,2,3,2,13,8,5.67,7.0,70.3,70.3,0.0,0.0,5.67,75.97,1
2446-ZKVAF,1,2,1,511,1,1.28,30.0,56.8,1074.65,0.0,0.0,23.04,1097.69,18
2450-ZKEED,3,6,2,367,1,7.42,17.0,53.8,651.55,0.0,0.0,81.62,733.17,11
2451-YMUXS,4,4,2,195,1,28.88,11.0,64.55,4250.1,0.0,0.0,1934.96,6185.06,67
